Prior disorder,Later disorder,Sex,Model,HR,Lower,Upper
Agoraphobia,Adult SAD,M,A,29.5,21.3,40.9
Agoraphobia,Child SAD,M,A,,,
Agoraphobia,Anorexia nervosa,M,A,,,
Agoraphobia,Bulimia nervosa,M,A,,,
Agoraphobia,Binge eating disorder,M,A,,,
Agoraphobia,IED,M,A,,,
Agoraphobia,ADHD,M,A,,,
Agoraphobia,Conduct disorder,M,A,,,
Agoraphobia,ODD,M,A,,,
Agoraphobia,Nicotine dependence,M,A,7,5.2,9.3
Agoraphobia,Alcohol abuse,M,A,10,8.4,11.9
Agoraphobia,Alcohol dependence,M,A,23.6,19.3,28.9
Agoraphobia,Drug abuse,M,A,14.9,12.4,18.1
Agoraphobia,Drug dependence,M,A,27.1,20.9,35.3
Agoraphobia,MDE,F,B,15,13,17.3
Agoraphobia,Bipolar disorder,F,B,14.4,9.2,22.4
Agoraphobia,Dysthymia,F,B,19,12.7,28.5
Agoraphobia,Panic disorder,F,B,38.4,27.5,53.6
Agoraphobia,GAD,F,B,21.6,17.2,27
Agoraphobia,Social phobia,F,B,27.4,23.1,32.6
Agoraphobia,Specific Phobia,F,B,28.5,24.6,33
Agoraphobia,PTSD,F,B,24.6,17.3,34.9
Agoraphobia,OCD,F,B,10.3,5.3,20.4
Agoraphobia,Adult SAD,F,B,7.2,4,12.8
Agoraphobia,Child SAD,F,B,,,
Agoraphobia,Anorexia nervosa,F,B,,,
Agoraphobia,Bulimia nervosa,F,B,,,
Agoraphobia,Binge eating disorder,F,B,14.8,9.4,23.5
Agoraphobia,IED,F,B,6.9,4.6,10.3
Agoraphobia,ADHD,F,B,,,
Agoraphobia,Conduct disorder,F,B,,,
Agoraphobia,ODD,F,B,,,
Agoraphobia,Nicotine dependence,F,B,2.4,1.6,3.6
Agoraphobia,Alcohol abuse,F,B,1.7,1.3,2.3
Agoraphobia,Alcohol dependence,F,B,3.9,2.7,5.6
Agoraphobia,Drug abuse,F,B,2.6,1.7,4.1
Agoraphobia,Drug dependence,F,B,3,1.5,6
Agoraphobia,MDE,M,B,12.3,10.2,14.9
Agoraphobia,Bipolar disorder,M,B,16,10.7,24
Agoraphobia,Dysthymia,M,B,15.4,9.9,23.9
Agoraphobia,Panic disorder,M,B,38,27.6,52.4
Agoraphobia,GAD,M,B,19.9,15.3,25.8
Agoraphobia,Social phobia,M,B,30.8,25.1,37.7
Agoraphobia,Specific Phobia,M,B,,,
Agoraphobia,PTSD,M,B,13.9,9.5,20.3
Agoraphobia,OCD,M,B,,,
Agoraphobia,Adult SAD,M,B,10.5,5.4,20.7
Agoraphobia,Child SAD,M,B,,,
Agoraphobia,Anorexia nervosa,M,B,,,
Agoraphobia,Bulimia nervosa,M,B,,,
Agoraphobia,Binge eating disorder,M,B,,,
Agoraphobia,IED,M,B,,,
Agoraphobia,ADHD,M,B,,,
Agoraphobia,Conduct disorder,M,B,,,
Agoraphobia,ODD,M,B,,,
Agoraphobia,Nicotine dependence,M,B,3.7,2.3,6
Agoraphobia,Alcohol abuse,M,B,6.4,5,8.1
Agoraphobia,Alcohol dependence,M,B,13.8,9.8,19.6
Agoraphobia,Drug abuse,M,B,7.4,4.9,11.1
Agoraphobia,Drug dependence,M,B,9.7,5.1,18.3
PTSD,MDE,All,A,17.2,16.4,18.2
PTSD,Bipolar disorder,All,A,18.8,16.5,21.3
PTSD,Dysthymia,All,A,25.5,22.8,28.6
PTSD,Panic disorder,All,A,20.5,17.8,23.7
PTSD,GAD,All,A,22.5,20.8,24.4
PTSD,Social phobia,All,A,17,15.5,18.5
PTSD,Specific Phobia,All,A,14.3,13.2,15.6
PTSD,Agoraphobia,All,A,16.7,14.1,19.8
PTSD,OCD,All,A,12.7,9,17.8
PTSD,Adult SAD,All,A,17.2,14.8,19.9
PTSD,Child SAD,All,A,15.4,11.9,19.8
PTSD,Anorexia nervosa,All,A,,,
PTSD,Bulimia nervosa,All,A,18.1,13.3,24.7
PTSD,Binge eating disorder,All,A,12.9,10.8,15.5
PTSD,IED,All,A,14.1,11.8,16.9
PTSD,ADHD,All,A,,,
PTSD,Conduct disorder,All,A,15.4,12.5,19.1
PTSD,ODD,All,A,15.1,12.2,18.6
PTSD,Nicotine dependence,All,A,9.4,8.4,10.5
PTSD,Alcohol abuse,All,A,10.8,9.9,11.8
PTSD,Alcohol dependence,All,A,20.7,18.1,23.7
PTSD,Drug abuse,All,A,13.1,11.5,14.8
PTSD,Drug dependence,All,A,21.4,18.3,25.2
PTSD,MDE,All,B,10.6,9.7,11.6
PTSD,Bipolar disorder,All,B,5.6,4.1,7.8
PTSD,Dysthymia,All,B,8.8,6.8,11.4
PTSD,Panic disorder,All,B,8.7,6.7,11.2
PTSD,GAD,All,B,11.6,10,13.5
PTSD,Social phobia,All,B,7.7,6.5,9.1
PTSD,Specific Phobia,All,B,8,6.9,9.3
PTSD,Agoraphobia,All,B,4.3,3.1,6
PTSD,OCD,All,B,7.6,4.3,13.5
PTSD,Adult SAD,All,B,3.8,2.8,5.3
PTSD,Child SAD,All,B,6,3.4,10.7
PTSD,Anorexia nervosa,All,B,,,
PTSD,Bulimia nervosa,All,B,4.6,2.3,9.4
PTSD,Binge eating disorder,All,B,5,3.4,7.2
PTSD,IED,All,B,6.5,4.6,9.3
PTSD,ADHD,All,B,,,
PTSD,Conduct disorder,All,B,3.1,1.8,5.4
PTSD,ODD,All,B,5.1,3,8.8
PTSD,Nicotine dependence,All,B,5.6,4.6,6.7
PTSD,Alcohol abuse,All,B,6.1,5.2,7.2
PTSD,Alcohol dependence,All,B,7.5,5.5,10.2
PTSD,Drug abuse,All,B,5.7,4.5,7.2
PTSD,Drug dependence,All,B,7,4.8,10.2
PTSD,MDE,F,A,28.3,26.5,30.3
PTSD,Bipolar disorder,F,A,19.8,16.2,24.2
PTSD,Dysthymia,F,A,44.3,37.2,52.7
PTSD,Panic disorder,F,A,34,27.9,41.5
PTSD,GAD,F,A,36.2,32.2,40.8
PTSD,Social phobia,F,A,21.9,19.4,24.7
PTSD,Specific Phobia,F,A,29.3,26.1,32.8
PTSD,Agoraphobia,F,A,35,28.3,43.2
PTSD,OCD,F,A,10.1,7.1,14.4
PTSD,Adult SAD,F,A,22.9,18.1,29
PTSD,Child SAD,F,A,,,
PTSD,Anorexia nervosa,F,A,,,
PTSD,Bulimia nervosa,F,A,42,19.6,89.7
PTSD,Binge eating disorder,F,A,22,16.4,29.7
PTSD,IED,F,A,11.1,8.9,13.9
PTSD,ADHD,F,A,,,
PTSD,Conduct disorder,F,A,,,
PTSD,ODD,F,A,13.3,9.9,17.9
PTSD,Nicotine dependence,F,A,6,5.2,6.8
PTSD,Alcohol abuse,F,A,3.5,3.1,4.1
PTSD,Alcohol dependence,F,A,6.7,5.4,8.3
PTSD,Drug abuse,F,A,5.9,4.9,7.1
PTSD,Drug dependence,F,A,8.4,6.6,10.7
PTSD,MDE,M,A,23.6,21.3,26.2
PTSD,Bipolar disorder,M,A,20.7,16.8,25.5
PTSD,Dysthymia,M,A,38,31.1,46.5
PTSD,Panic disorder,M,A,29.9,23.4,38.2
PTSD,GAD,M,A,33.3,29.2,38
PTSD,Social phobia,M,A,22.8,19.8,26.2
PTSD,Specific Phobia,M,A,,,
PTSD,Agoraphobia,M,A,,,
PTSD,OCD,M,A,,,
PTSD,Adult SAD,M,A,23.3,18.1,30.1
PTSD,Child SAD,M,A,,,
PTSD,Anorexia nervosa,M,A,,,
PTSD,Bulimia nervosa,M,A,,,
PTSD,Binge eating disorder,M,A,14.1,10,19.8
PTSD,IED,M,A,,,
PTSD,ADHD,M,A,,,
PTSD,Conduct disorder,M,A,,,
PTSD,ODD,M,A,,,
PTSD,Nicotine dependence,M,A,9,7.5,10.9
PTSD,Alcohol abuse,M,A,10.1,8.9,11.3
PTSD,Alcohol dependence,M,A,22.2,18.7,26.4
PTSD,Drug abuse,M,A,14.3,12,17
PTSD,Drug dependence,M,A,26,21.3,31.7
PTSD,MDE,F,B,17.3,15.7,19
PTSD,Bipolar disorder,F,B,5.8,4.1,8.3
PTSD,Dysthymia,F,B,14.6,11,19.5
PTSD,Panic disorder,F,B,14,10.4,18.7
PTSD,GAD,F,B,18.6,15.6,22.1
PTSD,Social phobia,F,B,9.6,8,11.6
PTSD,Specific Phobia,F,B,16.5,13.9,19.6
PTSD,Agoraphobia,F,B,8.6,6,12.2
PTSD,OCD,F,B,6.3,3.5,11.2
PTSD,Adult SAD,F,B,5,3.5,7.3
PTSD,Child SAD,F,B,,,
PTSD,Anorexia nervosa,F,B,,,
PTSD,Bulimia nervosa,F,B,10.8,3.9,30.1
PTSD,Binge eating disorder,F,B,8.3,5.3,12.9
PTSD,IED,F,B,5.4,3.9,7.7
PTSD,ADHD,F,B,,,
PTSD,Conduct disorder,F,B,,,
PTSD,ODD,F,B,5.1,2.5,10
PTSD,Nicotine dependence,F,B,3.4,2.8,4.3
PTSD,Alcohol abuse,F,B,2.1,1.8,2.6
PTSD,Alcohol dependence,F,B,2.7,2,3.6
PTSD,Drug abuse,F,B,2.8,2.1,3.6
PTSD,Drug dependence,F,B,3.3,2.2,4.8
PTSD,MDE,M,B,14.8,12.7,17.2
PTSD,Bipolar disorder,M,B,6.1,4.1,8.9
PTSD,Dysthymia,M,B,13.6,9.6,19.4
PTSD,Panic disorder,M,B,13.2,9.5,18.4
PTSD,GAD,M,B,17.1,13.8,21.1
PTSD,Social phobia,M,B,10.8,8.8,13.2
PTSD,Specific Phobia,M,B,,,
PTSD,Agoraphobia,M,B,,,
PTSD,OCD,M,B,,,
PTSD,Adult SAD,M,B,5,3.2,7.6
PTSD,Child SAD,M,B,,,
PTSD,Anorexia nervosa,M,B,,,
PTSD,Bulimia nervosa,M,B,,,
PTSD,Binge eating disorder,M,B,5.7,3.4,9.7
PTSD,IED,M,B,,,
PTSD,ADHD,M,B,,,
PTSD,Conduct disorder,M,B,,,
PTSD,ODD,M,B,,,
PTSD,Nicotine dependence,M,B,5.5,4.2,7.2
PTSD,Alcohol abuse,M,B,5.5,4.5,6.7
PTSD,Alcohol dependence,M,B,7.4,5.2,10.6
PTSD,Drug abuse,M,B,5.8,4.3,7.8
PTSD,Drug dependence,M,B,7.4,4.8,11.6
OCD,MDE,All,A,12.3,10.6,14.3
OCD,Bipolar disorder,All,A,21,15.9,27.9
OCD,Dysthymia,All,A,20.9,13.6,32.1
OCD,Panic disorder,All,A,15.9,11.7,21.6
OCD,GAD,All,A,16.7,13.7,20.3
OCD,Social phobia,All,A,15.5,12.6,19.2
OCD,Specific Phobia,All,A,,,
OCD,Agoraphobia,All,A,16.2,12.6,20.8
OCD,PTSD,All,A,15.5,10.6,22.6
OCD,Adult SAD,All,A,16,12.2,20.8
OCD,Child SAD,All,A,,,
OCD,Anorexia nervosa,All,A,,,
OCD,Bulimia nervosa,All,A,,,
OCD,Binge eating disorder,All,A,10.9,7,16.9
OCD,IED,All,A,15.1,12.2,18.7
OCD,ADHD,All,A,,,
OCD,Conduct disorder,All,A,,,
OCD,ODD,All,A,,,
OCD,Nicotine dependence,All,A,6.6,4.7,9.1
OCD,Alcohol abuse,All,A,8.3,6.6,10.4
OCD,Alcohol dependence,All,A,16.8,11.4,24.8
OCD,Drug abuse,All,A,9,6.5,12.4
OCD,Drug dependence,All,A,12,7.8,18.4
OCD,MDE,All,B,7.2,5.8,9
OCD,Bipolar disorder,All,B,9.6,4.9,18.8
OCD,Dysthymia,All,B,9.3,4.8,18
OCD,Panic disorder,All,B,7.3,3.4,15.6
OCD,GAD,All,B,10.6,7.2,15.6
OCD,Social phobia,All,B,7.7,5,11.9
OCD,Specific Phobia,All,B,,,
OCD,Agoraphobia,All,B,3.2,1.6,6.5
OCD,PTSD,All,B,10.6,5.6,20.2
OCD,Adult SAD,All,B,5.3,2.1,13.5
OCD,Child SAD,All,B,,,
OCD,Anorexia nervosa,All,B,,,
OCD,Bulimia nervosa,All,B,,,
OCD,Binge eating disorder,All,B,4.6,1.8,11.8
OCD,IED,All,B,5.6,3.1,10.4
OCD,ADHD,All,B,,,
OCD,Conduct disorder,All,B,,,
OCD,ODD,All,B,,,
OCD,Nicotine dependence,All,B,3.2,1.8,5.6
OCD,Alcohol abuse,All,B,3.8,2.8,5
OCD,Alcohol dependence,All,B,8.4,4.4,16
OCD,Drug abuse,All,B,4.4,2.3,8.6
OCD,Drug dependence,All,B,5,1.5,16.7
OCD,MDE,F,A,17.1,14.4,20.2
OCD,Bipolar disorder,F,A,22,14.4,33.5
OCD,Dysthymia,F,A,,,
OCD,Panic disorder,F,A,,,
OCD,GAD,F,A,26.9,19.8,36.4
OCD,Social phobia,F,A,19.4,14.3,26.2
OCD,Specific Phobia,F,A,,,
OCD,Agoraphobia,F,A,35.9,25.2,51.1
OCD,PTSD,F,A,24.2,17.3,34.1
OCD,Adult SAD,F,A,17.1,12.4,23.7
OCD,Child SAD,F,A,,,
OCD,Anorexia nervosa,F,A,,,
OCD,Bulimia nervosa,F,A,,,
OCD,Binge eating disorder,F,A,12.9,7.8,21.5
OCD,IED,F,A,,,
OCD,ADHD,F,A,,,
OCD,Conduct disorder,F,A,,,
OCD,ODD,F,A,,,
OCD,Nicotine dependence,F,A,3.7,2.3,5.8
OCD,Alcohol abuse,F,A,2.4,1.7,3.4
OCD,Alcohol dependence,F,A,,,
OCD,Drug abuse,F,A,,,
OCD,Drug dependence,F,A,,,
OCD,MDE,M,A,17.3,13.7,21.9
OCD,Bipolar disorder,M,A,,,
OCD,Dysthymia,M,A,,,
OCD,Panic disorder,M,A,,,
OCD,GAD,M,A,20.4,15.2,27.5
OCD,Social phobia,M,A,,,
OCD,Specific Phobia,M,A,,,
OCD,Agoraphobia,M,A,,,
OCD,PTSD,M,A,,,
OCD,Adult SAD,M,A,,,
OCD,Child SAD,M,A,,,
OCD,Anorexia nervosa,M,A,,,
OCD,Bulimia nervosa,M,A,,,
OCD,Binge eating disorder,M,A,,,
OCD,IED,M,A,,,
OCD,ADHD,M,A,,,
OCD,Conduct disorder,M,A,,,
OCD,ODD,M,A,,,
OCD,Nicotine dependence,M,A,6.4,4.1,9.8
OCD,Alcohol abuse,M,A,7.8,5.9,10.2
OCD,Alcohol dependence,M,A,17.1,11,26.8
OCD,Drug abuse,M,A,,,
OCD,Drug dependence,M,A,,,
OCD,MDE,F,B,9.5,7.3,12.3
OCD,Bipolar disorder,F,B,10.5,4.7,23.3
OCD,Dysthymia,F,B,,,
OCD,Panic disorder,F,B,,,
OCD,GAD,F,B,15.7,9.5,26
OCD,Social phobia,F,B,9,5.2,15.7
OCD,Specific Phobia,F,B,,,
OCD,Agoraphobia,F,B,6.4,2.6,15.7
OCD,PTSD,F,B,16.3,9.4,28.5
OCD,Adult SAD,F,B,5.4,2.2,13.1
OCD,Child SAD,F,B,,,
OCD,Anorexia nervosa,F,B,,,
OCD,Bulimia nervosa,F,B,,,
OCD,Binge eating disorder,F,B,5.9,2,17.8
OCD,IED,F,B,,,
OCD,ADHD,F,B,,,
OCD,Conduct disorder,F,B,,,
OCD,ODD,F,B,,,
OCD,Nicotine dependence,F,B,1.7,0.7,4
OCD,Alcohol abuse,F,B,0.9,0.6,1.5
OCD,Alcohol dependence,F,B,,,
OCD,Drug abuse,F,B,,,
OCD,Drug dependence,F,B,,,
OCD,MDE,M,B,10.7,8.3,13.7
OCD,Bipolar disorder,M,B,,,
OCD,Dysthymia,M,B,,,
OCD,Panic disorder,M,B,,,
OCD,GAD,M,B,14.4,9.8,21.2
OCD,Social phobia,M,B,,,
OCD,Specific Phobia,M,B,,,
OCD,Agoraphobia,M,B,,,
OCD,PTSD,M,B,,,
OCD,Adult SAD,M,B,,,
OCD,Child SAD,M,B,,,
OCD,Anorexia nervosa,M,B,,,
OCD,Bulimia nervosa,M,B,,,
OCD,Binge eating disorder,M,B,,,
OCD,IED,M,B,,,
OCD,ADHD,M,B,,,
OCD,Conduct disorder,M,B,,,
OCD,ODD,M,B,,,
OCD,Nicotine dependence,M,B,3.3,2,5.4
OCD,Alcohol abuse,M,B,3.7,2.8,5
OCD,Alcohol dependence,M,B,8.6,4.5,16.4
OCD,Drug abuse,M,B,,,
OCD,Drug dependence,M,B,,,
Adult SAD,MDE,All,A,13.7,12.7,14.8
Adult SAD,Bipolar disorder,All,A,20.2,17.2,23.8
Adult SAD,Dysthymia,All,A,21.8,18.2,26
Adult SAD,Panic disorder,All,A,15.2,12.6,18.3
Adult SAD,GAD,All,A,18.6,16.5,21.1
Adult SAD,Social phobia,All,A,13.6,12.1,15.3
Adult SAD,Specific Phobia,All,A,13.9,12.6,15.3
Adult SAD,Agoraphobia,All,A,18.1,15.3,21.3
Adult SAD,PTSD,All,A,14.9,12.9,17.1
Adult SAD,OCD,All,A,13.1,10.2,16.7
Adult SAD,Child SAD,All,A,,,
Adult SAD,Anorexia nervosa,All,A,,,
Adult SAD,Bulimia nervosa,All,A,19.5,13.6,28
Adult SAD,Binge eating disorder,All,A,12.1,9.4,15.4
Adult SAD,IED,All,A,12.7,11.1,14.6
Adult SAD,ADHD,All,A,,,
Adult SAD,Conduct disorder,All,A,16,12.8,20
Adult SAD,ODD,All,A,16.1,13,19.9
Adult SAD,Nicotine dependence,All,A,9.2,8.1,10.4
Adult SAD,Alcohol abuse,All,A,10,8.8,11.4
Adult SAD,Alcohol dependence,All,A,13.7,11.5,16.2
Adult SAD,Drug abuse,All,A,9.5,8,11.4
Adult SAD,Drug dependence,All,A,14,11.3,17.4
Adult SAD,MDE,All,B,5.4,4.4,6.7
Adult SAD,Bipolar disorder,All,B,3.9,2.3,6.5
Adult SAD,Dysthymia,All,B,3.9,2.2,6.8
Adult SAD,Panic disorder,All,B,2.9,1.7,5.3
Adult SAD,GAD,All,B,5.8,4,8.6
Adult SAD,Social phobia,All,B,2.5,1.8,3.4
Adult SAD,Specific Phobia,All,B,6.3,5,7.9
Adult SAD,Agoraphobia,All,B,2.3,1.4,3.7
Adult SAD,PTSD,All,B,2.9,1.8,4.8
Adult SAD,OCD,All,B,2.4,1.2,4.8
Adult SAD,Child SAD,All,B,,,
Adult SAD,Anorexia nervosa,All,B,,,
Adult SAD,Bulimia nervosa,All,B,3.2,1.4,7.6
Adult SAD,Binge eating disorder,All,B,3.3,1.9,5.9
Adult SAD,IED,All,B,1.7,1.2,2.2
Adult SAD,ADHD,All,B,,,
Adult SAD,Conduct disorder,All,B,1.5,1.1,2.2
Adult SAD,ODD,All,B,1.4,1,1.9
Adult SAD,Nicotine dependence,All,B,2.4,1.8,3.1
Adult SAD,Alcohol abuse,All,B,1.8,1.3,2.6
Adult SAD,Alcohol dependence,All,B,1.9,1.2,3.1
Adult SAD,Drug abuse,All,B,1.4,0.8,2.2
Adult SAD,Drug dependence,All,B,1.8,1,3.3
Adult SAD,MDE,F,A,20.7,18.7,22.9
Adult SAD,Bipolar disorder,F,A,18.5,14.9,23
Adult SAD,Dysthymia,F,A,40.4,32.1,50.8
Adult SAD,Panic disorder,F,A,28,22,35.6
Adult SAD,GAD,F,A,30.1,25.3,35.9
Adult SAD,Social phobia,F,A,16.1,14,18.5
Adult SAD,Specific Phobia,F,A,22.8,20.2,25.8
Adult SAD,Agoraphobia,F,A,28.2,21.7,36.8
Adult SAD,PTSD,F,A,30.7,24.9,37.7
Adult SAD,OCD,F,A,,,
Adult SAD,Child SAD,F,A,,,
Adult SAD,Anorexia nervosa,F,A,,,
Adult SAD,Bulimia nervosa,F,A,,,
Adult SAD,Binge eating disorder,F,A,19.1,13.5,26.9
Adult SAD,IED,F,A,10,8.1,12.4
Adult SAD,ADHD,F,A,,,
Adult SAD,Conduct disorder,F,A,,,
Adult SAD,ODD,F,A,,,
Adult SAD,Nicotine dependence,F,A,6.1,5.3,7.2
Adult SAD,Alcohol abuse,F,A,2.5,2.1,3
Adult SAD,Alcohol dependence,F,A,3.8,3,4.9
Adult SAD,Drug abuse,F,A,3,2.3,3.9
Adult SAD,Drug dependence,F,A,,,
Adult SAD,MDE,M,A,18.1,15.9,20.6
Adult SAD,Bipolar disorder,M,A,22.2,17.7,28
Adult SAD,Dysthymia,M,A,,,
Adult SAD,Panic disorder,M,A,,,
Adult SAD,GAD,M,A,22.4,18.2,27.6
Adult SAD,Social phobia,M,A,16.5,13.5,20.3
Adult SAD,Specific Phobia,M,A,,,
Adult SAD,Agoraphobia,M,A,,,
Adult SAD,PTSD,M,A,17.4,13.3,22.7
Adult SAD,OCD,M,A,,,
Adult SAD,Child SAD,M,A,,,
Adult SAD,Anorexia nervosa,M,A,,,
Adult SAD,Bulimia nervosa,M,A,,,
Adult SAD,Binge eating disorder,M,A,,,
Adult SAD,IED,M,A,,,
Adult SAD,ADHD,M,A,,,
Adult SAD,Conduct disorder,M,A,,,
Adult SAD,ODD,M,A,,,
Adult SAD,Nicotine dependence,M,A,8.1,6.7,9.8
Adult SAD,Alcohol abuse,M,A,10.1,8.7,11.8
Adult SAD,Alcohol dependence,M,A,14.1,11.5,17.3
Adult SAD,Drug abuse,M,A,11,9,13.6
Adult SAD,Drug dependence,M,A,15.5,12,20
Adult SAD,MDE,F,B,8.2,6.5,10.5
Adult SAD,Bipolar disorder,F,B,3.4,2.1,5.7
Adult SAD,Dysthymia,F,B,6.8,3.7,12.7
Adult SAD,Panic disorder,F,B,5.3,2.9,9.5
Adult SAD,GAD,F,B,9.1,6,13.8
Adult SAD,Social phobia,F,B,2.8,2.1,3.9
Adult SAD,Specific Phobia,F,B,10.3,8.1,13.2
Adult SAD,Agoraphobia,F,B,3.3,1.9,5.8
Adult SAD,PTSD,F,B,6.3,3.9,10.3
Adult SAD,OCD,F,B,,,
Adult SAD,Child SAD,F,B,,,
Adult SAD,Anorexia nervosa,F,B,,,
Adult SAD,Bulimia nervosa,F,B,,,
Adult SAD,Binge eating disorder,F,B,5.1,2.6,10
Adult SAD,IED,F,B,1.4,1,2
Adult SAD,ADHD,F,B,,,
Adult SAD,Conduct disorder,F,B,,,
Adult SAD,ODD,F,B,,,
Adult SAD,Nicotine dependence,F,B,1.7,1.3,2.3
Adult SAD,Alcohol abuse,F,B,0.6,0.4,0.9
Adult SAD,Alcohol dependence,F,B,0.7,0.4,1.1
Adult SAD,Drug abuse,F,B,0.7,0.4,1.1
Adult SAD,Drug dependence,F,B,,,
Adult SAD,MDE,M,B,7,5.4,9
Adult SAD,Bipolar disorder,M,B,4.3,2.3,7.9
Adult SAD,Dysthymia,M,B,,,
Adult SAD,Panic disorder,M,B,,,
Adult SAD,GAD,M,B,7.4,4.7,11.6
Adult SAD,Social phobia,M,B,3.1,2,4.8
Adult SAD,Specific Phobia,M,B,,,
Adult SAD,Agoraphobia,M,B,,,
Adult SAD,PTSD,M,B,3,1.5,6
Adult SAD,OCD,M,B,,,
Adult SAD,Child SAD,M,B,,,
Adult SAD,Anorexia nervosa,M,B,,,
Adult SAD,Bulimia nervosa,M,B,,,
Adult SAD,Binge eating disorder,M,B,,,
Adult SAD,IED,M,B,,,
Adult SAD,ADHD,M,B,,,
Adult SAD,Conduct disorder,M,B,,,
Adult SAD,ODD,M,B,,,
Adult SAD,Nicotine dependence,M,B,1.9,1.4,2.6
Adult SAD,Alcohol abuse,M,B,1.6,1.1,2.4
Adult SAD,Alcohol dependence,M,B,1.8,1.1,3.1
Adult SAD,Drug abuse,M,B,1.3,0.7,2.3
Adult SAD,Drug dependence,M,B,1.9,0.9,3.7
Child SAD,MDE,All,A,15.1,13.7,16.5
Child SAD,Bipolar disorder,All,A,22.3,18,27.7
Child SAD,Dysthymia,All,A,25.9,21.5,31.2
Child SAD,Panic disorder,All,A,22.4,18.3,27.3
Child SAD,GAD,All,A,19.5,16.7,22.8
Child SAD,Social phobia,All,A,18.8,16.4,21.5
Child SAD,Specific Phobia,All,A,16.8,15,18.8
Child SAD,Agoraphobia,All,A,21,17,25.9
Child SAD,PTSD,All,A,18.9,16,22.3
Child SAD,OCD,All,A,,,
Child SAD,Adult SAD,All,A,46.2,40.4,52.8
Child SAD,Anorexia nervosa,All,A,,,
Child SAD,Bulimia nervosa,All,A,,,
Child SAD,Binge eating disorder,All,A,10.2,7.8,13.5
Child SAD,IED,All,A,15.7,13,18.9
Child SAD,ADHD,All,A,20.2,15.2,26.7
Child SAD,Conduct disorder,All,A,15.3,12,19.3
Child SAD,ODD,All,A,16.9,13.3,21.5
Child SAD,Nicotine dependence,All,A,10.9,9.3,12.7
Child SAD,Alcohol abuse,All,A,11.8,10,13.9
Child SAD,Alcohol dependence,All,A,15.9,12.8,19.7
Child SAD,Drug abuse,All,A,10.6,8.5,13.2
Child SAD,Drug dependence,All,A,17.4,12.6,24.1
Child SAD,MDE,All,B,12.2,10.6,14.1
Child SAD,Bipolar disorder,All,B,13.4,9.2,19.7
Child SAD,Dysthymia,All,B,15.8,11.1,22.4
Child SAD,Panic disorder,All,B,16.3,11.4,23.4
Child SAD,GAD,All,B,14.8,11.7,18.7
Child SAD,Social phobia,All,B,14,11.1,17.6
Child SAD,Specific Phobia,All,B,14,12.3,16
Child SAD,Agoraphobia,All,B,8.3,5.1,13.6
Child SAD,PTSD,All,B,11.9,8.6,16.3
Child SAD,OCD,All,B,,,
Child SAD,Adult SAD,All,B,35.6,29.7,42.8
Child SAD,Anorexia nervosa,All,B,,,
Child SAD,Bulimia nervosa,All,B,,,
Child SAD,Binge eating disorder,All,B,4.2,1.9,9.3
Child SAD,IED,All,B,13.4,10.4,17.3
Child SAD,ADHD,All,B,10.3,6.2,17
Child SAD,Conduct disorder,All,B,7.9,5.1,12.5
Child SAD,ODD,All,B,9.8,6.4,15
Child SAD,Nicotine dependence,All,B,8.1,6.4,10.3
Child SAD,Alcohol abuse,All,B,9.4,7.2,12.1
Child SAD,Alcohol dependence,All,B,11.2,7.7,16.3
Child SAD,Drug abuse,All,B,7.3,4.8,11
Child SAD,Drug dependence,All,B,10.6,5.8,19.4
Child SAD,MDE,F,A,23.4,20.6,26.5
Child SAD,Bipolar disorder,F,A,19.7,15.3,25.5
Child SAD,Dysthymia,F,A,45,34.2,59.2
Child SAD,Panic disorder,F,A,37.3,29.1,47.9
Child SAD,GAD,F,A,33.7,27.9,40.6
Child SAD,Social phobia,F,A,23.6,20.2,27.5
Child SAD,Specific Phobia,F,A,30,25.9,34.7
Child SAD,Agoraphobia,F,A,37.3,28.2,49.4
Child SAD,PTSD,F,A,39.6,32,48.8
Child SAD,OCD,F,A,,,
Child SAD,Adult SAD,F,A,60.3,50.8,71.4
Child SAD,Anorexia nervosa,F,A,,,
Child SAD,Bulimia nervosa,F,A,,,
Child SAD,Binge eating disorder,F,A,15.4,10.5,22.7
Child SAD,IED,F,A,10.1,7.7,13.2
Child SAD,ADHD,F,A,,,
Child SAD,Conduct disorder,F,A,5.8,4.1,8.2
Child SAD,ODD,F,A,12,8.6,16.7
Child SAD,Nicotine dependence,F,A,7.4,5.9,9.2
Child SAD,Alcohol abuse,F,A,3.2,2.5,4.1
Child SAD,Alcohol dependence,F,A,4.3,3.2,5.8
Child SAD,Drug abuse,F,A,4.6,3.1,7
Child SAD,Drug dependence,F,A,,,
Child SAD,MDE,M,A,19.7,16.6,23.4
Child SAD,Bipolar disorder,M,A,23.5,16.8,32.9
Child SAD,Dysthymia,M,A,,,
Child SAD,Panic disorder,M,A,,,
Child SAD,GAD,M,A,21.8,16.4,29.1
Child SAD,Social phobia,M,A,20.9,16.6,26.4
Child SAD,Specific Phobia,M,A,22.1,18.2,26.7
Child SAD,Agoraphobia,M,A,,,
Child SAD,PTSD,M,A,,,
Child SAD,OCD,M,A,,,
Child SAD,Adult SAD,M,A,54.2,44.5,66
Child SAD,Anorexia nervosa,M,A,,,
Child SAD,Bulimia nervosa,M,A,,,
Child SAD,Binge eating disorder,M,A,,,
Child SAD,IED,M,A,17.9,13.9,22.9
